Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7,Columna 8,Columna 9,Columna 10,Columna 11,Columna 12,Columna 13,Columna 14,Columna 15
98094031Normal,L07-4,Non,37.89,1,6.33,5.33,3,36577,36594,ARGentina,Rosario,AR,,
98094027Normal,B05-1,Non,151.95,3,6,6,1,36578,36594,República DOminiCana,Santo Domingo,RD,,
98094029Devolución,CB01-4,Non,666.08999999999992,3,5.75,6.75,2,36578,36592,PERú,Lima,PE,,
98094025Normal,CC01-3,Cyber Monday,126.072,3,8.14,4.14,2,36578,36598,CHIle,Viña del Mar,CH,,
98094028Devolución,CC01-2,Non,105.06,2,6.61,6.61,1,36578,36597,VENezuela,Caracas,VE,,
98094026Normal,L02-6,Balck Fraday,60.300000000000004,2,7.55,5.55,2,36578,36592,PARaguay,Asunción,PA,,
98094023Normal,CB01-5,Cyber Monday,177.624,1,8.45,3.45,1,36579,36595,República DOminiCana,Santo Domingo,RD,,
98094024Devolución,L02-5,Cyber Monday,32.160000000000004,1,5.73,4.73,1,36579,36597,ECUador,Quito,EC,,
98094019Normal,B05-2,Special Day,98.7675,3,9.33,3.33,2,36580,36597,CHIle,Viña del Mar,CH,,
98094020Normal,CC01-4,Non,157.59,3,5.65,5.65,2,36580,36590,ARGentina,Rosario,AR,,
98094018Normal,CC02-4,Cyber Monday,64.128,3,8.55,6.55,2,36580,36596,CHIle,Viña del Mar,CH,,
98094017Normal,L03-6,Non,89.97,3,8.58,5.58,2,36580,36592,URUguay,Montevideo,UR,,
98094022Normal,L05-3,Cyber Monday,97.32,3,9.2,4.2,3,36580,36596,CHIle,Viña del Mar,CH,,
98094021Normal,L07-3,Non,113.67,3,5.33,6.33,3,36580,36596,ECUador,Quito,EC,,
98094016Devolución,CC01-1,Cyber Monday,126.072,3,7.1,5.1,2,36581,36597,CHIle,Viña del Mar,CH,,
98094014Devolución,CB01-4,Cyber Monday,532.872,3,7.9,4.9,1,36582,36592,CHIle,Viña del Mar,CH,,
98094013Normal,CC01-4,Non,52.53,1,7.75,3.75,3,36582,36593,PARaguay,Asunción,PA,,
98094015Normal,L05-2,Cyber Monday,32.44,1,5.9,4.9,1,36582,36600,PARaguay,Asunción,PA,,
98094012Normal,L07-7,Non,75.78,2,8,7,2,36582,36599,ARGentina,Rosario,AR,,
98094010Normal,CC01-4,Special Day,34.1445,1,6,6,2,36583,36603,VENezuela,Caracas,VE,,
98094011Normal,L05-4,Balck Fraday,30.412499999999998,1,8.68,5.68,3,36583,36596,ARGentina,Rosario,AR,,
98094009Devolución,CC01-7,Day Off Full,89.301,2,7.22,3.22,2,36584,36591,PARaguay,Asunción,PA,,
98094007Normal,CB01-3,Non,666.08999999999992,3,5.9,6.9,1,36585,36595,República DOminiCana,Santo Domingo,RD,,
98094008Normal,L01-7,Cyber Monday,49.2,2,9.61,5.61,1,36585,36597,CHIle,Viña del Mar,CH,,
98094002Devolución,B01-6,Cyber Monday,80.192000000000007,2,6.99,5.99,3,36586,36600,ARGentina,Rosario,AR,,
98094003Devolución,CB01-6,Cyber Monday,532.872,3,7.61,5.61,2,36586,36603,URUguay,Montevideo,UR,,
98094005Devolución,CB01-1,Cyber Monday,355.248,2,9.99,6.99,3,36586,36597,PARaguay,Asunción,PA,,
98094004Normal,L05-5,Non,40.55,1,7.65,5.65,3,36586,36596,ARGentina,Rosario,AR,,
98094006Devolución,L07-6,Balck Fraday,28.4175,1,8.99,6.99,3,36586,36602,ECUador,Quito,EC,,
98094000Normal,CB01-7,Cyber Monday,532.872,3,6.25,5.25,1,36587,36597,ARGentina,Rosario,AR,,
98093999Normal,L07-4,Non,113.67,3,6.99,3.99,2,36587,36595,PARaguay,Asunción,PA,,
98094001Normal,L07-3,Cyber Monday,90.936,3,6,4,1,36587,36600,PERú,Lima,PE,,
98093996Normal,CB01-2,Non,222.02999999999997,1,9.45,5.45,3,36588,36599,URUguay,Montevideo,UR,,
98093997Normal,CC01-7,Non,157.59,3,8.36,5.36,3,36588,36606,República DOminiCana,Santo Domingo,RD,,
98093998Normal,L05-2,Cyber Monday,32.44,1,7.45,3.45,2,36588,36608,ECUador,Quito,EC,,
98093992Normal,CB01-7,Cyber Monday,532.872,3,8.22,6.22,3,36589,36604,República DOminiCana,Santo Domingo,RD,,
98093995Normal,CB01-7,Cyber Monday,177.624,1,5.68,5.68,1,36589,36603,ECUador,Quito,EC,,
98093994Normal,CC01-2,Cyber Monday,84.048,2,7.55,6.55,1,36589,36596,BRAsil,Rio,BR,,
98093993Devolución,CC02-3,Non,80.16,3,5,4,3,36589,36598,BRAsil,Rio,BR,,
98093991Devolución,CC01-3,Special Day,34.1445,1,8.73,4.73,3,36590,36608,URUguay,Montevideo,UR,,
98093988Normal,CC02-1,Balck Fraday,40.08,2,9.58,5.58,1,36590,36598,PERú,Lima,PE,,
98093989Normal,L05-3,Day Off Full,103.40249999999999,3,5.2,3.2,2,36590,36610,República DOminiCana,Santo Domingo,RD,,
98093990Normal,L07-7,Special Day,24.628500000000003,1,7.45,3.45,2,36590,36609,ECUador,Quito,EC,,
98093986Normal,CB01-4,Non,222.02999999999997,1,8.58,5.58,1,36591,36607,CHIle,Viña del Mar,CH,,
98093985Normal,CC01-7,Special Day,102.43350000000001,3,8.36,5.36,2,36591,36605,ECUador,Quito,EC,,
98093987Devolución,L01-1,Non,92.25,3,9.61,4.61,1,36591,36603,República DOminiCana,Santo Domingo,RD,,
98093984Normal,CB01-3,Non,444.05999999999995,2,7.22,6.22,1,36592,36609,ECUador,Quito,EC,,
98093982Normal,CC01-1,Non,157.59,3,5.36,3.36,3,36592,36603,ECUador,Quito,EC,,
98093983Normal,CC02-3,Non,26.72,1,6,6,1,36592,36599,PERú,Lima,PE,,
98093977Normal,B01-4,Day Off Full,42.602,1,5.88,5.88,2,36593,36609,VENezuela,Caracas,VE,,
98093981Devolución,CC01-1,Cyber Monday,84.048,2,5.86,5.86,3,36593,36601,CHIle,Viña del Mar,CH,,
98093978Normal,CC02-5,Cyber Monday,64.128,3,8.55,4.55,2,36593,36606,ARGentina,Rosario,AR,,
98093979Normal,L01-1,Non,30.75,1,9.12,4.12,3,36593,36613,República DOminiCana,Santo Domingo,RD,,
98093976Devolución,L02-3,Non,120.60000000000001,3,6.88,4.88,2,36593,36606,VENezuela,Caracas,VE,,
98093980Normal,L07-6,Cyber Monday,60.624,2,9.2,3.2,1,36593,36602,ARGentina,Rosario,AR,,
98093974Devolución,B01-7,Cyber Monday,80.192000000000007,2,8.99,3.99,3,36594,36602,VENezuela,Caracas,VE,,
98093975Normal,CB01-7,Non,666.08999999999992,3,7.25,3.25,1,36594,36606,BRAsil,Rio,BR,,
98093972Devolución,CC01-4,Cyber Monday,42.024,1,6.1,6.1,3,36594,36613,URUguay,Montevideo,UR,,
98093971Normal,L02-5,Non,40.2,1,7,6,1,36594,36614,PERú,Lima,PE,,
98093973Normal,L03-6,Cyber Monday,47.984,2,9.36,3.36,3,36594,36614,URUguay,Montevideo,UR,,
98093970Normal,CB01-5,Non,222.02999999999997,1,6,4,2,36595,36612,ECUador,Quito,EC,,
98093963Normal,CB01-4,Balck Fraday,333.04499999999996,2,9.88,4.88,3,36596,36613,PARaguay,Asunción,PA,,
98093964Devolución,CB01-2,Non,444.05999999999995,2,7.89,3.89,1,36596,36603,CHIle,Viña del Mar,CH,,
98093967Normal,CB01-1,Balck Fraday,166.52249999999998,1,5.22,4.22,3,36596,36605,VENezuela,Caracas,VE,,
98093969Normal,CB01-7,Cyber Monday,532.872,3,5.73,3.73,1,36596,36616,ARGentina,Rosario,AR,,
98093966Devolución,L03-6,Non,59.98,2,8.58,3.58,3,36596,36611,PERú,Lima,PE,,
98093965Normal,L04-1,Non,60.2,2,8.12,4.12,1,36596,36616,CHIle,Viña del Mar,CH,,
98093962Normal,L05-6,Non,40.55,1,9.25,4.25,1,36596,36607,URUguay,Montevideo,UR,,
98093968Normal,L05-5,Cyber Monday,64.88,2,8,5,3,36596,36615,URUguay,Montevideo,UR,,
98093957Devolución,B01-1,Non,100.24,2,5.14,4.14,1,36597,36607,BRAsil,Rio,BR,,
98093959Normal,CC02-6,Non,80.16,3,10,5,1,36597,36610,CHIle,Viña del Mar,CH,,
98093960Normal,L01-7,Non,92.25,3,7.99,4.99,3,36597,36617,BRAsil,Rio,BR,,
98093958Normal,L04-3,Non,60.2,2,9.73,3.73,2,36597,36614,ECUador,Quito,EC,,
98093961Normal,L04-3,Non,90.300000000000011,3,8.84,4.84,2,36597,36617,PERú,Lima,PE,,
98093952Normal,B03-7,Cyber Monday,56.360000000000007,1,5.89,4.89,1,36598,36617,República DOminiCana,Santo Domingo,RD,,
98093951Normal,CB01-6,Cyber Monday,355.248,2,5,5,3,36598,36605,República DOminiCana,Santo Domingo,RD,,
98093955Normal,CB01-1,Non,444.05999999999995,2,5.33,5.33,2,36598,36605,ECUador,Quito,EC,,
98093956Normal,CB01-4,Non,666.08999999999992,3,8.12,3.12,1,36598,36612,BRAsil,Rio,BR,,
98093953Normal,CC01-1,Cyber Monday,84.048,2,6.61,6.61,1,36598,36605,CHIle,Viña del Mar,CH,,
98093954Normal,CC02-3,Cyber Monday,21.376,1,7.99,6.99,3,36598,36614,República DOminiCana,Santo Domingo,RD,,
98093950Normal,L01-4,Cyber Monday,73.8,3,9.99,5.99,3,36599,36619,VENezuela,Caracas,VE,,
98093946Normal,CB01-1,Non,222.02999999999997,1,9,7,2,36600,36616,ARGentina,Rosario,AR,,
98093948Normal,CB01-3,Non,666.08999999999992,3,9.99,4.99,1,36600,36609,CHIle,Viña del Mar,CH,,
98093947Normal,L02-3,Non,40.2,1,9.86,5.86,1,36600,36613,CHIle,Viña del Mar,CH,,
98093949Normal,L05-5,Non,121.64999999999999,3,7.33,6.33,1,36600,36617,VENezuela,Caracas,VE,,
98093945Normal,B01-1,Non,50.12,1,9.55,4.55,2,36601,36609,PARaguay,Asunción,PA,,
98093942Devolución,B06-6,Balck Fraday,37.769999999999996,1,6.12,5.12,2,36601,36620,República DOminiCana,Santo Domingo,RD,,
98093944Normal,CC01-3,Non,157.59,3,5.65,6.65,3,36601,36608,VENezuela,Caracas,VE,,
98093943Normal,L02-5,Non,40.2,1,9.36,6.36,3,36601,36613,BRAsil,Rio,BR,,
98093937Normal,CB01-2,Non,666.08999999999992,3,5.88,6.88,1,36602,36618,ECUador,Quito,EC,,
98093939Normal,CB01-2,Balck Fraday,333.04499999999996,2,6,4,3,36602,36622,ARGentina,Rosario,AR,,
98093941Normal,CC01-6,Cyber Monday,84.048,2,9.55,5.55,1,36602,36611,CHIle,Viña del Mar,CH,,
98093936Normal,L03-1,Non,89.97,3,8.58,5.58,3,36602,36616,ARGentina,Rosario,AR,,
98093940Normal,L04-3,Non,30.1,1,6.2,4.2,3,36602,36621,ARGentina,Rosario,AR,,
98093938Normal,L07-2,Non,75.78,2,9,5,2,36602,36620,VENezuela,Caracas,VE,,
98093935Normal,CB01-7,Cyber Monday,177.624,1,7.25,5.25,1,36603,36616,URUguay,Montevideo,UR,,
98093934Normal,L05-1,Cyber Monday,97.32,3,9.58,5.58,1,36603,36622,República DOminiCana,Santo Domingo,RD,,
98093933Normal,L07-5,Cyber Monday,30.312,1,6.12,5.12,1,36603,36622,PERú,Lima,PE,,
98093932Normal,B06-1,Non,100.72,2,5.1,6.1,2,36604,36616,República DOminiCana,Santo Domingo,RD,,
98093931Normal,CC01-5,Cyber Monday,126.072,3,9.89,5.89,1,36604,36614,ECUador,Quito,EC,,
98093925Normal,B04-7,Non,70.88,1,7.14,4.14,3,36605,36619,República DOminiCana,Santo Domingo,RD,,
98093926Normal,C11-2,Non,32.61,1,7.12,6.12,2,36605,36614,VENezuela,Caracas,VE,,
98093927Normal,CC01-2,Non,52.53,1,9.99,3.99,2,36605,36615,VENezuela,Caracas,VE,,
98093929Normal,CC02-2,Cyber Monday,42.752,2,7.12,5.12,2,36605,36622,CHIle,Viña del Mar,CH,,
98093930Normal,L03-7,Day Off Full,25.4915,1,8.99,3.99,3,36605,36617,ECUador,Quito,EC,,
98093928Normal,L06-5,Cyber Monday,68.08,2,9.58,3.58,2,36605,36620,CHIle,Viña del Mar,CH,,
98093923Normal,CB01-4,Non,444.05999999999995,2,8.61,3.61,2,36606,36615,ECUador,Quito,EC,,
98093924Normal,CB01-2,Cyber Monday,177.624,1,5.36,3.36,3,36606,36617,CHIle,Viña del Mar,CH,,
98093922Devolución,CC01-6,Non,52.53,1,7.45,5.45,3,36606,36615,República DOminiCana,Santo Domingo,RD,,
98093917Devolución,B01-3,Non,50.12,1,8.58,3.58,2,36607,36627,CHIle,Viña del Mar,CH,,
98093921Normal,L01-3,Cyber Monday,49.2,2,6.25,3.25,3,36607,36627,CHIle,Viña del Mar,CH,,
98093919Normal,L03-1,Day Off Full,25.4915,1,7.58,3.58,1,36607,36615,PARaguay,Asunción,PA,,
98093918Normal,L04-1,Balck Fraday,67.725000000000009,3,9.61,4.61,2,36607,36623,URUguay,Montevideo,UR,,
98093920Normal,L05-1,Non,121.64999999999999,3,9.1,4.1,3,36607,36614,PARaguay,Asunción,PA,,
98093915Normal,B04-7,Non,141.76,2,8.61,6.61,2,36608,36622,PARaguay,Asunción,PA,,
98093916Normal,L05-6,Cyber Monday,97.32,3,6.84,3.84,2,36608,36628,PARaguay,Asunción,PA,,
98093913Normal,B04-5,Non,70.88,1,10,5,3,36609,36619,PARaguay,Asunción,PA,,
98093914Normal,C12-3,Non,89.52,3,6.99,6.99,2,36609,36617,VENezuela,Caracas,VE,,
98093911Normal,CC02-5,Cyber Monday,64.128,3,9.14,6.14,1,36609,36627,ECUador,Quito,EC,,
98093912Normal,L02-4,Cyber Monday,96.480000000000018,3,6.36,4.36,1,36609,36623,PARaguay,Asunción,PA,,
98093909Normal,CB01-3,Cyber Monday,532.872,3,7.68,3.68,1,36610,36620,República DOminiCana,Santo Domingo,RD,,
98093910Normal,CC02-7,Non,80.16,3,6.61,3.61,1,36610,36618,ECUador,Quito,EC,,
98093905Normal,C13-6,Cyber Monday,64.720000000000013,2,9.75,4.75,2,36611,36618,BRAsil,Rio,BR,,
98093907Normal,C14-1,Non,79.22,2,5.14,4.14,2,36611,36621,ECUador,Quito,EC,,
98093906Normal,CB01-6,Non,444.05999999999995,2,6.1,5.1,1,36611,36623,VENezuela,Caracas,VE,,
98093908Normal,L07-7,Non,37.89,1,5.45,3.45,1,36611,36628,URUguay,Montevideo,UR,,
98093904Devolución,B06-5,Non,151.07999999999998,3,5.58,5.58,3,36612,36624,República DOminiCana,Santo Domingo,RD,,
98093901Normal,CC01-5,Non,157.59,3,7.55,4.55,3,36612,36623,ARGentina,Rosario,AR,,
98093902Normal,L02-7,Non,40.2,1,7.75,5.75,1,36612,36619,PERú,Lima,PE,,
98093903Normal,L03-3,Cyber Monday,71.976,3,6.99,6.99,2,36612,36624,ARGentina,Rosario,AR,,
98093897Normal,CB01-4,Cyber Monday,532.872,3,7.61,5.61,1,36613,36626,PARaguay,Asunción,PA,,
98093899Normal,CB01-7,Cyber Monday,532.872,3,7.58,6.58,2,36613,36627,ARGentina,Rosario,AR,,
98093900Devolución,CB01-6,Cyber Monday,355.248,2,6.25,5.25,3,36613,36623,URUguay,Montevideo,UR,,
98093898Normal,L03-6,Cyber Monday,71.976,3,6,4,2,36613,36624,PARaguay,Asunción,PA,,
98093896Normal,B03-6,Non,211.35000000000002,3,6.73,3.73,3,36614,36634,ECUador,Quito,EC,,
98093895Normal,CC01-6,Cyber Monday,84.048,2,6.88,4.88,2,36615,36633,URUguay,Montevideo,UR,,
98093893Normal,C13-7,Cyber Monday,32.360000000000007,1,5.36,3.36,1,36616,36628,BRAsil,Rio,BR,,
98093894Devolución,CC01-6,Special Day,102.43350000000001,3,8.2,5.2,3,36616,36634,CHIle,Viña del Mar,CH,,
98093892Devolución,L05-3,Non,121.64999999999999,3,9.88,4.88,1,36616,36633,PARaguay,Asunción,PA,,
98093890Normal,B03-3,Non,70.45,1,7.36,6.36,3,36617,36630,CHIle,Viña del Mar,CH,,
98093891Devolución,B06-4,Cyber Monday,120.86399999999999,3,9.45,5.45,1,36617,36629,CHIle,Viña del Mar,CH,,
98093887Normal,C13-3,Cyber Monday,32.360000000000007,1,5.22,5.22,1,36617,36630,URUguay,Montevideo,UR,,
98093888Devolución,CB01-2,Special Day,432.95849999999996,3,7,6,1,36617,36635,ARGentina,Rosario,AR,,
98093889Normal,L06-7,Non,85.1,2,8.88,4.88,2,36617,36636,PERú,Lima,PE,,
98093885Devolución,L01-4,Non,92.25,3,7.58,5.58,1,36618,36630,ECUador,Quito,EC,,
98093886Normal,L02-4,Cyber Monday,96.480000000000018,3,9.99,4.99,3,36618,36634,VENezuela,Caracas,VE,,
98093881Normal,C12-6,Non,29.84,1,5.99,4.99,3,36619,36635,República DOminiCana,Santo Domingo,RD,,
98093882Normal,L01-6,Cyber Monday,49.2,2,9.12,4.12,2,36619,36636,República DOminiCana,Santo Domingo,RD,,
98093884Normal,L04-2,Cyber Monday,24.080000000000002,1,5.14,3.14,3,36619,36639,CHIle,Viña del Mar,CH,,
98093883Normal,L07-7,Non,75.78,2,8.12,3.12,1,36619,36633,República DOminiCana,Santo Domingo,RD,,
98093879Normal,C11-7,Non,97.83,3,5.99,6.99,2,36620,36628,CHIle,Viña del Mar,CH,,
98093878Normal,CC02-3,Cyber Monday,21.376,1,5.14,3.14,1,36620,36639,URUguay,Montevideo,UR,,
98093880Normal,L01-5,Cyber Monday,73.8,3,9.55,3.55,3,36620,36639,ECUador,Quito,EC,,
98093875Normal,B03-4,Non,211.35000000000002,3,8.88,6.88,1,36621,36639,PERú,Lima,PE,,
98093876Normal,B06-1,Day Off Full,85.612,2,8.99,6.99,2,36621,36631,URUguay,Montevideo,UR,,
98093874Normal,CB01-6,Cyber Monday,532.872,3,6.61,5.61,3,36621,36636,URUguay,Montevideo,UR,,
98093877Normal,CB01-4,Cyber Monday,532.872,3,9.55,5.55,2,36621,36628,ARGentina,Rosario,AR,,
98093873Normal,L06-4,Non,127.64999999999999,3,6.58,5.58,1,36621,36638,ECUador,Quito,EC,,
98093872Normal,L07-5,Cyber Monday,60.624,2,8,7,3,36621,36630,PERú,Lima,PE,,
98093871Normal,CB01-1,Non,222.02999999999997,1,5.9,3.9,1,36622,36641,ARGentina,Rosario,AR,,
98093868Devolución,C10-5,Balck Fraday,103.18499999999999,3,6.99,5.99,2,36623,36630,ARGentina,Rosario,AR,,
98093866Normal,CB01-3,Non,222.02999999999997,1,5.55,3.55,1,36623,36636,PARaguay,Asunción,PA,,
98093869Normal,CB01-1,Non,444.05999999999995,2,5.36,4.36,1,36623,36635,BRAsil,Rio,BR,,
98093870Normal,CB01-7,Non,444.05999999999995,2,7.33,6.33,2,36623,36642,PARaguay,Asunción,PA,,
98093867Normal,L05-1,Cyber Monday,64.88,2,9.58,3.58,2,36623,36639,República DOminiCana,Santo Domingo,RD,,
98093862Normal,CB01-1,Non,222.02999999999997,1,5.25,3.25,1,36624,36644,PARaguay,Asunción,PA,,
98093864Normal,CB01-6,Non,444.05999999999995,2,5.55,4.55,1,36624,36631,URUguay,Montevideo,UR,,
98093859Normal,CC01-2,Cyber Monday,84.048,2,7.61,6.61,1,36624,36642,ECUador,Quito,EC,,
98093860Normal,CC02-5,Cyber Monday,42.752,2,8.2,3.2,2,36624,36632,URUguay,Montevideo,UR,,
98093863Normal,L02-3,Special Day,26.130000000000003,1,9.45,6.45,1,36624,36639,CHIle,Viña del Mar,CH,,
98093861Normal,L05-4,Cyber Monday,97.32,3,5,3,3,36624,36632,ARGentina,Rosario,AR,,
98093865Devolución,L05-6,Cyber Monday,32.44,1,5.58,3.58,2,36624,36642,PARaguay,Asunción,PA,,
98093858Normal,L07-7,Cyber Monday,90.936,3,9,3,1,36624,36632,PERú,Lima,PE,,
98093857Normal,B01-6,Balck Fraday,37.589999999999996,1,8.36,5.36,2,36625,36644,PERú,Lima,PE,,
98093856Normal,L06-5,Special Day,27.6575,1,8,4,1,36625,36641,BRAsil,Rio,BR,,
98093855Normal,CB01-7,Cyber Monday,355.248,2,5.61,3.61,1,36626,36638,VENezuela,Caracas,VE,,
98093854Normal,CB01-7,Day Off Full,188.72549999999998,1,6.9,5.9,3,36627,36634,PERú,Lima,PE,,
98093853Normal,CC01-4,Non,105.06,2,7.55,6.55,2,36627,36642,República DOminiCana,Santo Domingo,RD,,
98093849Normal,B04-7,Non,212.64,3,6.33,3.33,1,36628,36638,PARaguay,Asunción,PA,,
98093851Normal,B05-4,Non,50.65,1,6.33,5.33,2,36628,36642,ARGentina,Rosario,AR,,
98093848Normal,C11-1,Non,65.22,2,8.86,6.86,2,36628,36635,URUguay,Montevideo,UR,,
98093847Normal,CC01-2,Non,157.59,3,6.73,3.73,1,36628,36646,BRAsil,Rio,BR,,
98093852Normal,CC02-2,Cyber Monday,21.376,1,5.2,4.2,2,36628,36639,CHIle,Viña del Mar,CH,,
98093850Normal,L01-7,Cyber Monday,73.8,3,6.36,3.36,1,36628,36638,ARGentina,Rosario,AR,,
98093845Normal,CB01-1,Cyber Monday,355.248,2,9.58,5.58,2,36629,36639,CHIle,Viña del Mar,CH,,
98093846Devolución,CC02-6,Cyber Monday,21.376,1,7.68,3.68,3,36629,36646,URUguay,Montevideo,UR,,
98093844Devolución,L02-4,Non,80.4,2,7.99,3.99,1,36629,36643,BRAsil,Rio,BR,,
98093841Normal,CB01-1,Cyber Monday,177.624,1,9.75,6.75,2,36630,36647,BRAsil,Rio,BR,,
98093842Normal,L02-6,Non,120.60000000000001,3,9.55,5.55,1,36630,36639,ECUador,Quito,EC,,
98093843Normal,L04-3,Non,30.1,1,6.12,6.12,2,36630,36648,República DOminiCana,Santo Domingo,RD,,
98093840Normal,C13-2,Non,121.35000000000001,3,5.86,6.86,1,36631,36651,PERú,Lima,PE,,
98093838Devolución,CB01-3,Cyber Monday,355.248,2,8.58,6.58,3,36631,36641,URUguay,Montevideo,UR,,
98093839Devolución,L07-7,Day Off Full,96.6195,3,9.89,4.89,3,36631,36639,ARGentina,Rosario,AR,,
98093837Normal,B02-4,Non,121.16,2,7.58,5.58,1,36632,36640,URUguay,Montevideo,UR,,
98093832Normal,B06-3,Non,100.72,2,8.45,5.45,2,36633,36641,República DOminiCana,Santo Domingo,RD,,
98093833Normal,CC01-4,Non,52.53,1,8.22,6.22,3,36633,36647,VENezuela,Caracas,VE,,
98093834Devolución,CC02-7,Non,26.72,1,7.14,6.14,2,36633,36648,ECUador,Quito,EC,,
98093835Normal,L04-5,Cyber Monday,48.160000000000004,2,10,5,3,36633,36648,PERú,Lima,PE,,
98093836Normal,L05-4,Cyber Monday,97.32,3,7.36,4.36,2,36633,36640,PERú,Lima,PE,,
98093831Normal,C11-1,Balck Fraday,73.3725,3,9.45,3.45,1,36634,36653,CHIle,Viña del Mar,CH,,
98093830Normal,CC01-5,Non,105.06,2,7.2,5.2,1,36634,36644,República DOminiCana,Santo Domingo,RD,,
98093829Normal,L05-4,Non,121.64999999999999,3,5.55,5.55,1,36634,36643,URUguay,Montevideo,UR,,
98093820Normal,C11-2,Day Off Full,55.437,2,8.25,5.25,3,36635,36650,VENezuela,Caracas,VE,,
98093822Normal,CB01-6,Non,666.08999999999992,3,6.55,4.55,3,36635,36649,BRAsil,Rio,BR,,
98093824Normal,CB01-5,Balck Fraday,166.52249999999998,1,8.61,4.61,1,36635,36654,VENezuela,Caracas,VE,,
98093828Devolución,CB01-3,Non,222.02999999999997,1,6.65,3.65,1,36635,36652,CHIle,Viña del Mar,CH,,
98093821Normal,CC01-7,Cyber Monday,84.048,2,9.75,3.75,1,36635,36649,PERú,Lima,PE,,
98093825Normal,CC01-2,Non,157.59,3,5.45,6.45,2,36635,36644,BRAsil,Rio,BR,,
98093826Normal,L01-2,Non,61.5,2,5.89,4.89,2,36635,36645,PARaguay,Asunción,PA,,
98093827Normal,L01-2,Day Off Full,78.4125,3,7.86,5.86,3,36635,36645,ECUador,Quito,EC,,
98093823Normal,L02-4,Balck Fraday,90.45,3,8.33,6.33,1,36635,36648,República DOminiCana,Santo Domingo,RD,,
98093818Normal,CC01-6,Cyber Monday,42.024,1,8.73,4.73,1,36636,36653,VENezuela,Caracas,VE,,
98093819Normal,L04-6,Non,90.300000000000011,3,8.22,3.22,2,36636,36648,BRAsil,Rio,BR,,
98093817Normal,L02-1,Cyber Monday,32.160000000000004,1,9.58,5.58,3,36637,36651,URUguay,Montevideo,UR,,
98093816Normal,L05-5,Cyber Monday,32.44,1,7.75,3.75,2,36637,36647,ECUador,Quito,EC,,
98093814Normal,CB01-3,Non,222.02999999999997,1,6.45,5.45,2,36638,36658,PARaguay,Asunción,PA,,
98093813Normal,CC02-1,Non,80.16,3,5.99,6.99,1,36638,36647,ECUador,Quito,EC,,
98093811Normal,L02-4,Balck Fraday,60.300000000000004,2,8.36,4.36,2,36638,36655,URUguay,Montevideo,UR,,
98093812Devolución,L06-1,Cyber Monday,68.08,2,6.9,3.9,3,36638,36658,URUguay,Montevideo,UR,,
98093815Normal,L07-3,Non,37.89,1,8.33,6.33,2,36638,36658,PERú,Lima,PE,,
98093809Normal,B05-4,Non,101.3,2,9.58,4.58,3,36639,36657,URUguay,Montevideo,UR,,
98093808Normal,L01-2,Non,92.25,3,8.12,3.12,1,36639,36658,PERú,Lima,PE,,
98093810Normal,L05-6,Non,121.64999999999999,3,6.36,6.36,3,36639,36659,República DOminiCana,Santo Domingo,RD,,
98093805Normal,CB01-7,Non,444.05999999999995,2,8.33,3.33,1,36641,36652,PARaguay,Asunción,PA,,
98093807Devolución,CC01-6,Cyber Monday,126.072,3,9.61,6.61,1,36641,36660,ARGentina,Rosario,AR,,
98093806Normal,L02-3,Non,80.4,2,9.14,5.14,3,36641,36658,PARaguay,Asunción,PA,,
98093804Devolución,CB01-3,Balck Fraday,166.52249999999998,1,9.9,5.9,1,36642,36660,ARGentina,Rosario,AR,,
98093803Normal,CC02-6,Non,26.72,1,10,6,1,36642,36661,República DOminiCana,Santo Domingo,RD,,
98093800Normal,CB01-6,Non,222.02999999999997,1,8.99,6.99,3,36643,36652,VENezuela,Caracas,VE,,
98093801Devolución,CB01-3,Cyber Monday,355.248,2,6.45,6.45,3,36643,36651,CHIle,Viña del Mar,CH,,
98093799Normal,CC01-4,Non,105.06,2,6.88,6.88,1,36643,36661,ARGentina,Rosario,AR,,
98093802Normal,CC01-3,Non,52.53,1,6.55,3.55,2,36643,36652,ARGentina,Rosario,AR,,
98093798Normal,CB01-4,Cyber Monday,355.248,2,5.58,5.58,2,36644,36652,ARGentina,Rosario,AR,,
98093795Devolución,CC01-2,Cyber Monday,42.024,1,6.58,3.58,2,36644,36654,BRAsil,Rio,BR,,
98093797Normal,CC01-3,Non,52.53,1,5.9,4.9,1,36644,36662,ARGentina,Rosario,AR,,
98093794Normal,L03-5,Non,59.98,2,7.55,5.55,1,36644,36660,ARGentina,Rosario,AR,,
98093796Normal,L03-2,Cyber Monday,23.992,1,9.36,4.36,2,36644,36660,República DOminiCana,Santo Domingo,RD,,
98093792Normal,CB01-2,Special Day,288.63899999999995,2,5.61,5.61,3,36645,36659,BRAsil,Rio,BR,,
98093791Normal,CC01-6,Non,105.06,2,9.58,6.58,2,36645,36665,ARGentina,Rosario,AR,,
98093793Devolución,CC01-2,Non,52.53,1,6.68,4.68,2,36645,36665,PERú,Lima,PE,,
98093790Normal,B01-1,Cyber Monday,80.192000000000007,2,7.45,5.45,2,36646,36662,VENezuela,Caracas,VE,,
98093789Devolución,CB01-3,Non,666.08999999999992,3,5.99,4.99,3,36646,36660,PERú,Lima,PE,,
98093788Normal,L01-7,Cyber Monday,24.6,1,7.55,6.55,2,36646,36655,CHIle,Viña del Mar,CH,,
